"set";"pvalue";"beta_gender_male";"beta_ethnicity_other";"beta_ethnicity_afam";"beta_score";"beta_fcollege_no";"beta_mcollege_no";"beta_home_no";"beta_urban_no";"beta_unemp";"beta_wage";"sd_gender_male";"sd_ethnicity_other";"sd_ethnicity_afam";"sd_score";"sd_fcollege_no";"sd_mcollege_no";"sd_home_no";"sd_urban_no";"sd_unemp";"sd_wage"
"759";"0.005";"-0.01";"0";"0";"0";"-0.436";"-0.348";"-0.146";"0.015";"0";"0.007";"0.028";"0";"0";"0";"0.038";"0.045";"0.037";"0.033";"0";"0.01"
"760";"0.01";"-0.009";"0";"0";"0";"-0.439";"-0.35";"-0.147";"0";"0.005";"0.005";"0.028";"0";"0";"0";"0.038";"0.045";"0.037";"0";"0.005";"0.011"
"761";"0.006";"-0.005";"0";"0";"0";"-0.446";"-0.355";"0";"0.025";"0.004";"0.007";"0.028";"0";"0";"0";"0.039";"0.045";"0";"0.033";"0.005";"0.011"
"762";"0.01";"-0.009";"0";"0";"0";"-0.564";"0";"-0.155";"0.016";"0.002";"0.006";"0.028";"0";"0";"0";"0.035";"0";"0.037";"0.034";"0.005";"0.011"
"763";"0.001";"0.001";"0";"0";"0";"0";"-0.566";"-0.166";"0.029";"0";"0.01";"0.029";"0";"0";"0";"0";"0.042";"0.037";"0.034";"0.005";"0.011"
"764";"0.008";"0";"-0.091";"-0.013";"0.041";"-0.276";"-0.253";"-0.067";"0";"0";"0";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0";"0";"0"
"765";"0";"0";"-0.085";"-0.018";"0.041";"-0.278";"-0.256";"0";"-0.016";"0";"0";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0.032";"0";"0"
"766";"0.006";"0";"-0.085";"-0.012";"0.041";"-0.28";"-0.257";"0";"0";"0.005";"0";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0";"0.005";"0"
"767";"0.004";"0";"-0.081";"-0.017";"0.041";"-0.277";"-0.255";"0";"0";"0";"-0.014";"0";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0";"0";"0.01"
"768";"0.009";"0";"-0.082";"0.004";"0.042";"-0.363";"0";"-0.073";"-0.018";"0";"0";"0";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0.032";"0";"0"
"769";"0.003";"0";"-0.082";"0.009";"0.042";"-0.365";"0";"-0.072";"0";"0.003";"0";"0";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0";"0.005";"0"
"770";"0.001";"0";"-0.077";"0.004";"0.042";"-0.362";"0";"-0.074";"0";"0";"-0.015";"0";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0";"0";"0.01"
"771";"0.001";"0";"-0.075";"0.004";"0.042";"-0.368";"0";"0";"-0.015";"0.004";"0";"0";"0.036";"0.045";"0.002";"0.034";"0";"0";"0.032";"0.005";"0"
"772";"0.009";"0";"-0.071";"-0.001";"0.042";"-0.365";"0";"0";"-0.014";"0";"-0.015";"0";"0.036";"0.045";"0.002";"0.034";"0";"0";"0.032";"0";"0.01"
"773";"0.006";"0";"-0.068";"0.005";"0.042";"-0.369";"0";"0";"0";"0.006";"-0.018";"0";"0.036";"0.045";"0.002";"0.034";"0";"0";"0";"0.005";"0.01"
"774";"0.009";"0";"-0.072";"-0.016";"0.043";"0";"-0.381";"-0.074";"-0.018";"0";"0";"0";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0.032";"0";"0"
"775";"0.006";"0";"-0.074";"-0.013";"0.043";"0";"-0.382";"-0.073";"0";"0.002";"0";"0";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0";"0.005";"0"
"776";"0.006";"0";"-0.068";"-0.016";"0.043";"0";"-0.38";"-0.075";"0";"0";"-0.016";"0";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0";"0";"0.01"
"777";"0.008";"0";"-0.066";"-0.018";"0.043";"0";"-0.386";"0";"-0.014";"0.002";"0";"0";"0.036";"0.045";"0.002";"0";"0.039";"0";"0.032";"0.005";"0"
"778";"0.006";"0";"-0.061";"-0.021";"0.043";"0";"-0.384";"0";"-0.014";"0";"-0.015";"0";"0.036";"0.045";"0.002";"0";"0.039";"0";"0.032";"0";"0.01"
"779";"0.009";"0";"-0.06";"-0.016";"0.043";"0";"-0.386";"0";"0";"0.005";"-0.018";"0";"0.036";"0.045";"0.002";"0";"0.039";"0";"0";"0.005";"0.01"
"780";"0.004";"0";"-0.05";"0.014";"0.045";"0";"0";"-0.088";"-0.012";"-0.001";"0";"0";"0.036";"0.046";"0.002";"0";"0";"0.035";"0.033";"0.005";"0"
"781";"0.004";"0";"-0.043";"0.014";"0.045";"0";"0";"-0.09";"-0.014";"0";"-0.017";"0";"0.037";"0.045";"0.002";"0";"0";"0.035";"0.033";"0";"0.01"
"782";"0.006";"0";"-0.044";"0.016";"0.045";"0";"0";"-0.089";"0";"0.001";"-0.017";"0";"0.036";"0.045";"0.002";"0";"0";"0.035";"0";"0.005";"0.011"
"783";"0.008";"0";"-0.036";"0.011";"0.046";"0";"0";"0";"-0.009";"0.001";"-0.016";"0";"0.037";"0.046";"0.002";"0";"0";"0";"0.033";"0.005";"0.011"
"784";"0";"0";"0.088";"-0.126";"0";"-0.41";"-0.35";"-0.121";"-0.022";"0";"0";"0";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0.034";"0";"0"
"785";"0.007";"0";"0.087";"-0.12";"0";"-0.412";"-0.351";"-0.119";"0";"0.004";"0";"0";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0";"0.005";"0"
"786";"0.001";"0";"0.086";"-0.124";"0";"-0.41";"-0.349";"-0.12";"0";"0";"-0.002";"0";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0";"0";"0.011"
"787";"0.008";"0";"0.099";"-0.129";"0";"-0.417";"-0.356";"0";"-0.016";"0.005";"0";"0";"0.037";"0.047";"0";"0.039";"0.045";"0";"0.034";"0.005";"0"
"788";"0.002";"0";"0.097";"-0.133";"0";"-0.414";"-0.354";"0";"-0.015";"0";"-0.001";"0";"0.037";"0.047";"0";"0.039";"0.045";"0";"0.034";"0";"0.011"
"789";"0";"0";"0.099";"-0.127";"0";"-0.417";"-0.356";"0";"0";"0.005";"-0.004";"0";"0.037";"0.047";"0";"0.039";"0.045";"0";"0";"0.005";"0.011"
"790";"0.004";"0";"0.105";"-0.102";"0";"-0.537";"0";"-0.13";"-0.02";"0.003";"0";"0";"0.038";"0.048";"0";"0.035";"0";"0.037";"0.034";"0.005";"0"
"791";"0.006";"0";"0.105";"-0.104";"0";"-0.536";"0";"-0.13";"-0.019";"0";"-0.002";"0";"0.038";"0.047";"0";"0.035";"0";"0.037";"0.034";"0";"0.011"
"792";"0.003";"0";"0.104";"-0.1";"0";"-0.537";"0";"-0.129";"0";"0.003";"-0.004";"0";"0.038";"0.047";"0";"0.035";"0";"0.037";"0";"0.005";"0.011"
"793";"0.005";"0";"0.117";"-0.108";"0";"-0.544";"0";"0";"-0.013";"0.003";"-0.003";"0";"0.038";"0.048";"0";"0.035";"0";"0";"0.034";"0.005";"0.011"
"794";"0.001";"0";"0.126";"-0.136";"0";"0";"-0.551";"-0.134";"-0.019";"0.001";"0";"0";"0.038";"0.048";"0";"0";"0.042";"0.037";"0.034";"0.005";"0"
"795";"0";"0";"0.126";"-0.137";"0";"0";"-0.551";"-0.135";"-0.019";"0";"-0.002";"0";"0.038";"0.048";"0";"0";"0.041";"0.037";"0.034";"0";"0.011"
"796";"0.004";"0";"0.125";"-0.134";"0";"0";"-0.551";"-0.133";"0";"0.001";"-0.003";"0";"0.038";"0.048";"0";"0";"0.042";"0.037";"0";"0.005";"0.011"
"797";"0.009";"0";"0.137";"-0.143";"0";"0";"-0.559";"0";"-0.011";"0.001";"-0.001";"0";"0.038";"0.048";"0";"0";"0.042";"0";"0.034";"0.005";"0.011"
"798";"0.005";"0";"0.175";"-0.104";"0";"0";"0";"-0.16";"-0.01";"-0.005";"0";"0";"0.039";"0.049";"0";"0";"0";"0.038";"0.035";"0.005";"0.011"
"799";"0.008";"0";"-0.083";"0";"0.041";"-0.276";"-0.252";"-0.068";"-0.019";"0";"0";"0";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0"
"800";"0.009";"0";"-0.086";"0";"0.041";"-0.278";"-0.254";"-0.066";"0";"0.005";"0";"0";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0"
"801";"0.008";"0";"-0.079";"0";"0.041";"-0.275";"-0.252";"-0.069";"0";"0";"-0.015";"0";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0";"0";"0.01"
"802";"0.01";"0";"-0.076";"0";"0.041";"-0.281";"-0.257";"0";"-0.017";"0.005";"0";"0";"0.03";"0";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0"
"803";"0.006";"0";"-0.07";"0";"0.041";"-0.277";"-0.254";"0";"-0.015";"0";"-0.014";"0";"0.03";"0";"0.002";"0.037";"0.043";"0";"0.032";"0";"0.01"
"804";"0.005";"0";"-0.071";"0";"0.041";"-0.281";"-0.257";"0";"0";"0.007";"-0.018";"0";"0.03";"0";"0.002";"0.037";"0.043";"0";"0";"0.005";"0.01"
"805";"0.006";"0";"-0.083";"0";"0.042";"-0.366";"0";"-0.073";"-0.02";"0.004";"0";"0";"0.03";"0";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0"
"806";"0.006";"0";"-0.076";"0";"0.042";"-0.363";"0";"-0.075";"-0.019";"0";"-0.015";"0";"0.031";"0";"0.002";"0.034";"0";"0.035";"0.032";"0";"0.01"
"807";"0.003";"0";"-0.077";"0";"0.042";"-0.366";"0";"-0.074";"0";"0.006";"-0.019";"0";"0.03";"0";"0.002";"0.034";"0";"0.035";"0";"0.005";"0.01"
"808";"0.008";"0";"-0.068";"0";"0.042";"-0.369";"0";"0";"-0.017";"0.006";"-0.018";"0";"0.031";"0";"0.002";"0.034";"0";"0";"0.032";"0.005";"0.01"
"809";"0.01";"0";"-0.065";"0";"0.043";"0";"-0.382";"-0.075";"-0.018";"0.002";"0";"0";"0.03";"0";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0"
"810";"0.004";"0";"-0.058";"0";"0.043";"0";"-0.38";"-0.077";"-0.017";"0";"-0.016";"0";"0.031";"0";"0.002";"0";"0.039";"0.035";"0.032";"0";"0.01"
"811";"0.002";"0";"-0.059";"0";"0.043";"0";"-0.382";"-0.075";"0";"0.005";"-0.018";"0";"0.03";"0";"0.002";"0";"0.039";"0.035";"0";"0.005";"0.01"
"812";"0.007";"0";"-0.05";"0";"0.043";"0";"-0.386";"0";"-0.014";"0.005";"-0.018";"0";"0.031";"0";"0.002";"0";"0.039";"0";"0.032";"0.005";"0.01"
"813";"0.008";"0";"-0.048";"0";"0.045";"0";"0";"-0.089";"-0.015";"0.001";"-0.017";"0";"0.031";"0";"0.002";"0";"0";"0.035";"0.032";"0.005";"0.011"
"814";"0.002";"0";"0.145";"0";"0";"-0.415";"-0.345";"-0.125";"-0.017";"0.006";"0";"0";"0.03";"0";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0"
"815";"0.005";"0";"0.145";"0";"0";"-0.412";"-0.342";"-0.125";"-0.015";"0";"-0.002";"0";"0.031";"0";"0";"0.039";"0.045";"0.037";"0.034";"0";"0.011"
"816";"0";"0";"0.145";"0";"0";"-0.415";"-0.345";"-0.124";"0";"0.006";"-0.005";"0";"0.03";"0";"0";"0.039";"0.045";"0.037";"0";"0.005";"0.011"
"817";"0.001";"0";"0.16";"0";"0";"-0.42";"-0.35";"0";"-0.01";"0.006";"-0.004";"0";"0.031";"0";"0";"0.039";"0.045";"0";"0.034";"0.005";"0.011"
"818";"0.004";"0";"0.153";"0";"0";"-0.538";"0";"-0.134";"-0.016";"0.004";"-0.004";"0";"0.031";"0";"0";"0.035";"0";"0.037";"0.034";"0.005";"0.011"
"819";"0.007";"0";"0.189";"0";"0";"0";"-0.546";"-0.139";"-0.012";"0.002";"-0.003";"0";"0.031";"0";"0";"0";"0.042";"0.037";"0.034";"0.005";"0.011"
"820";"0.009";"0";"0";"0.045";"0.04";"-0.27";"-0.25";"-0.063";"-0.029";"0";"0";"0";"0";"0.038";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0"
"821";"0.006";"0";"0";"0.054";"0.04";"-0.273";"-0.251";"-0.06";"0";"0.005";"0";"0";"0";"0.037";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0"
"822";"0.001";"0";"0";"0.044";"0.04";"-0.27";"-0.249";"-0.063";"0";"0";"-0.018";"0";"0";"0.037";"0.002";"0.037";"0.043";"0.035";"0";"0";"0.01"
"823";"0.007";"0";"0";"0.042";"0.04";"-0.276";"-0.254";"0";"-0.026";"0.006";"0";"0";"0";"0.038";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0"
"824";"0.007";"0";"0";"0.033";"0.04";"-0.272";"-0.252";"0";"-0.024";"0";"-0.017";"0";"0";"0.038";"0.002";"0.037";"0.043";"0";"0.032";"0";"0.01"
"825";"0.004";"0";"0";"0.04";"0.04";"-0.276";"-0.255";"0";"0";"0.008";"-0.021";"0";"0";"0.037";"0.002";"0.037";"0.043";"0";"0";"0.005";"0.01"
"826";"0.01";"0";"0";"0.061";"0.041";"-0.36";"0";"-0.068";"-0.027";"0.004";"0";"0";"0";"0.038";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0"
"827";"0.006";"0";"0";"0.052";"0.041";"-0.357";"0";"-0.071";"-0.026";"0";"-0.018";"0";"0";"0.038";"0.002";"0.034";"0";"0.035";"0.032";"0";"0.01"
"828";"0.004";"0";"0";"0.059";"0.041";"-0.361";"0";"-0.069";"0";"0.007";"-0.022";"0";"0";"0.038";"0.002";"0.034";"0";"0.035";"0";"0.005";"0.01"
"829";"0.008";"0";"0";"0.048";"0.041";"-0.365";"0";"0";"-0.023";"0.007";"-0.021";"0";"0";"0.038";"0.002";"0.034";"0";"0";"0.032";"0.005";"0.01"
"830";"0.008";"0";"0";"0.034";"0.042";"0";"-0.378";"-0.07";"-0.026";"0.003";"0";"0";"0";"0.038";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0"
"831";"0.005";"0";"0";"0.026";"0.042";"0";"-0.376";"-0.073";"-0.025";"0";"-0.018";"0";"0";"0.038";"0.002";"0";"0.039";"0.035";"0.032";"0";"0.01"
"832";"0.008";"0";"0";"0.032";"0.042";"0";"-0.379";"-0.071";"0";"0.005";"-0.021";"0";"0";"0.038";"0.002";"0";"0.039";"0.035";"0";"0.005";"0.01"
"833";"0.007";"0";"0";"0.021";"0.042";"0";"-0.383";"0";"-0.021";"0.006";"-0.02";"0";"0";"0.038";"0.002";"0";"0.039";"0";"0.032";"0.005";"0.01"
"834";"0.006";"0";"0";"0.042";"0.045";"0";"0";"-0.087";"-0.018";"0.002";"-0.019";"0";"0";"0.038";"0.002";"0";"0";"0.035";"0.032";"0.005";"0.01"
"835";"0";"0";"0";"-0.188";"0";"-0.421";"-0.357";"-0.127";"-0.014";"0.004";"0";"0";"0";"0.039";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0"
"836";"0";"0";"0";"-0.189";"0";"-0.419";"-0.356";"-0.127";"-0.013";"0";"0.001";"0";"0";"0.039";"0";"0.038";"0.045";"0.037";"0.034";"0";"0.011"
"837";"0.003";"0";"0";"-0.186";"0";"-0.421";"-0.357";"-0.126";"0";"0.004";"-0.001";"0";"0";"0.038";"0";"0.039";"0.045";"0.037";"0";"0.005";"0.011"
"838";"0";"0";"0";"-0.202";"0";"-0.426";"-0.363";"0";"-0.006";"0.004";"0.001";"0";"0";"0.039";"0";"0.039";"0.045";"0";"0.034";"0.005";"0.011"
"839";"0.009";"0";"0";"-0.178";"0";"-0.549";"0";"-0.138";"-0.009";"0.002";"0.001";"0";"0";"0.039";"0";"0.035";"0";"0.037";"0.034";"0.005";"0.011"
"840";"0";"0";"0";"-0.228";"0";"0";"-0.565";"-0.144";"-0.005";"-0.001";"0.003";"0";"0";"0.039";"0";"0";"0.041";"0.037";"0.034";"0.005";"0.011"
"841";"0.01";"0";"0";"0";"0.039";"-0.271";"-0.255";"-0.059";"-0.037";"0.005";"0";"0";"0";"0";"0.002";"0.037";"0.043";"0.035";"0.031";"0.005";"0"
"842";"0.008";"0";"0";"0";"0.04";"-0.269";"-0.252";"-0.063";"-0.034";"0";"-0.019";"0";"0";"0";"0.002";"0.037";"0.043";"0.035";"0.031";"0";"0.01"
"843";"0.007";"0";"0";"0";"0.04";"-0.272";"-0.255";"-0.059";"0";"0.008";"-0.023";"0";"0";"0";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0.01"
"844";"0.002";"0";"0";"0";"0.04";"-0.275";"-0.257";"0";"-0.032";"0.008";"-0.022";"0";"0";"0";"0.002";"0.037";"0.043";"0";"0.031";"0.005";"0.01"
"845";"0.007";"0";"0";"0";"0.041";"-0.36";"0";"-0.068";"-0.035";"0.007";"-0.023";"0";"0";"0";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0.01"
"846";"0.007";"0";"0";"0";"0.042";"0";"-0.381";"-0.071";"-0.03";"0.006";"-0.022";"0";"0";"0";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0.01"
"847";"0.001";"0";"0";"0";"0";"-0.438";"-0.35";"-0.145";"0.013";"0.004";"0.005";"0";"0";"0";"0";"0.038";"0.045";"0.037";"0.033";"0.005";"0.011"
"848";"0.009";"-0.057";"-0.094";"-0.015";"0.041";"-0.278";"-0.253";"-0.069";"0";"0";"0";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0.035";"0";"0";"0"
"849";"0.006";"-0.056";"-0.087";"-0.021";"0.041";"-0.28";"-0.255";"0";"-0.017";"0";"0";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0.032";"0";"0"
"850";"0.004";"-0.055";"-0.087";"-0.015";"0.041";"-0.282";"-0.257";"0";"0";"0.004";"0";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0";"0.005";"0"
"851";"0.007";"-0.055";"-0.083";"-0.02";"0.041";"-0.279";"-0.255";"0";"0";"0";"-0.014";"0.027";"0.036";"0.045";"0.002";"0.037";"0.043";"0";"0";"0";"0.01"
"852";"0.008";"-0.058";"-0.084";"0.001";"0.042";"-0.365";"0";"-0.076";"-0.019";"0";"0";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0.032";"0";"0"
"853";"0.005";"-0.057";"-0.085";"0.006";"0.042";"-0.367";"0";"-0.074";"0";"0.003";"0";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0";"0.005";"0"
"854";"0.003";"-0.057";"-0.08";"0.001";"0.042";"-0.364";"0";"-0.076";"0";"0";"-0.015";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0.035";"0";"0";"0.01"
"855";"0.006";"-0.055";"-0.077";"0";"0.042";"-0.37";"0";"0";"-0.016";"0.003";"0";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0";"0.032";"0.005";"0"
"856";"0.004";"-0.055";"-0.073";"-0.004";"0.042";"-0.367";"0";"0";"-0.015";"0";"-0.014";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0";"0.032";"0";"0.01"
"857";"0.006";"-0.054";"-0.071";"0.002";"0.042";"-0.37";"0";"0";"0";"0.006";"-0.017";"0.027";"0.036";"0.045";"0.002";"0.034";"0";"0";"0";"0.005";"0.01"
"858";"0.007";"-0.053";"-0.074";"-0.019";"0.043";"0";"-0.382";"-0.076";"-0.019";"0";"0";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0.032";"0";"0"
"859";"0.007";"-0.052";"-0.076";"-0.016";"0.043";"0";"-0.383";"-0.075";"0";"0.002";"0";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0";"0.005";"0"
"860";"0.009";"-0.052";"-0.07";"-0.019";"0.043";"0";"-0.381";"-0.077";"0";"0";"-0.015";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0.035";"0";"0";"0.01"
"861";"0.01";"-0.051";"-0.068";"-0.021";"0.043";"0";"-0.386";"0";"-0.015";"0.002";"0";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0";"0.032";"0.005";"0"
"862";"0.002";"-0.05";"-0.063";"-0.024";"0.043";"0";"-0.385";"0";"-0.015";"0";"-0.015";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0";"0.032";"0";"0.01"
"863";"0.009";"-0.049";"-0.062";"-0.019";"0.043";"0";"-0.387";"0";"0";"0.004";"-0.017";"0.027";"0.036";"0.045";"0.002";"0";"0.039";"0";"0";"0.005";"0.01"
"864";"0.006";"-0.051";"-0.053";"0.012";"0.045";"0";"0";"-0.09";"-0.014";"-0.002";"0";"0.027";"0.036";"0.046";"0.002";"0";"0";"0.035";"0.033";"0.005";"0"
"865";"0.005";"-0.05";"-0.045";"0.011";"0.046";"0";"0";"-0.092";"-0.015";"0";"-0.016";"0.027";"0.037";"0.045";"0.002";"0";"0";"0.035";"0.033";"0";"0.01"
"866";"0.006";"-0.05";"-0.046";"0.013";"0.046";"0";"0";"-0.091";"0";"0";"-0.017";"0.027";"0.036";"0.045";"0.002";"0";"0";"0.035";"0";"0.005";"0.011"
"867";"0.008";"-0.048";"-0.038";"0.008";"0.046";"0";"0";"0";"-0.009";"0.001";"-0.016";"0.027";"0.037";"0.046";"0.002";"0";"0";"0";"0.033";"0.005";"0.011"
"868";"0.001";"-0.013";"0.087";"-0.127";"0";"-0.411";"-0.35";"-0.121";"-0.022";"0";"0";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0.034";"0";"0"
"869";"0";"-0.012";"0.086";"-0.121";"0";"-0.413";"-0.351";"-0.119";"0";"0.004";"0";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0";"0.005";"0"
"870";"0.003";"-0.012";"0.086";"-0.125";"0";"-0.41";"-0.349";"-0.12";"0";"0";"-0.002";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0.037";"0";"0";"0.011"
"871";"0";"-0.009";"0.099";"-0.129";"0";"-0.417";"-0.356";"0";"-0.017";"0.005";"0";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0";"0.034";"0.005";"0"
"872";"0.005";"-0.01";"0.097";"-0.133";"0";"-0.415";"-0.354";"0";"-0.015";"0";"-0.001";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0";"0.034";"0";"0.011"
"873";"0";"-0.009";"0.099";"-0.128";"0";"-0.417";"-0.356";"0";"0";"0.005";"-0.004";"0.028";"0.037";"0.047";"0";"0.039";"0.045";"0";"0";"0.005";"0.011"
"874";"0";"-0.012";"0.105";"-0.102";"0";"-0.538";"0";"-0.13";"-0.021";"0.003";"0";"0.028";"0.038";"0.048";"0";"0.035";"0";"0.037";"0.034";"0.005";"0"
"875";"0.001";"-0.012";"0.104";"-0.105";"0";"-0.536";"0";"-0.131";"-0.02";"0";"-0.002";"0.028";"0.038";"0.047";"0";"0.035";"0";"0.037";"0.034";"0";"0.011"
"876";"0.001";"-0.011";"0.104";"-0.1";"0";"-0.538";"0";"-0.129";"0";"0.003";"-0.004";"0.028";"0.038";"0.048";"0";"0.035";"0";"0.037";"0";"0.005";"0.011"
"877";"0";"-0.008";"0.116";"-0.109";"0";"-0.544";"0";"0";"-0.013";"0.003";"-0.003";"0.028";"0.038";"0.048";"0";"0.035";"0";"0";"0.034";"0.005";"0.011"
"878";"0";"-0.003";"0.125";"-0.136";"0";"0";"-0.551";"-0.134";"-0.019";"0.001";"0";"0.028";"0.038";"0.048";"0";"0";"0.042";"0.037";"0.034";"0.005";"0"
"879";"0";"-0.003";"0.126";"-0.137";"0";"0";"-0.551";"-0.135";"-0.019";"0";"-0.002";"0.028";"0.038";"0.048";"0";"0";"0.041";"0.037";"0.034";"0";"0.011"
"880";"0";"-0.003";"0.125";"-0.134";"0";"0";"-0.551";"-0.133";"0";"0.001";"-0.003";"0.028";"0.038";"0.048";"0";"0";"0.042";"0.037";"0";"0.005";"0.011"
"881";"0.006";"0";"0.137";"-0.143";"0";"0";"-0.559";"0";"-0.011";"0.001";"-0.001";"0.029";"0.038";"0.048";"0";"0";"0.042";"0";"0.034";"0.005";"0.011"
"882";"0.008";"0.003";"0.175";"-0.104";"0";"0";"0";"-0.159";"-0.01";"-0.005";"0";"0.029";"0.039";"0.049";"0";"0";"0";"0.038";"0.035";"0.005";"0.011"
"883";"0.008";"-0.057";"-0.084";"0";"0.041";"-0.278";"-0.252";"-0.071";"-0.02";"0";"0";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0.032";"0";"0"
"884";"0.008";"-0.056";"-0.087";"0";"0.041";"-0.28";"-0.254";"-0.069";"0";"0.004";"0";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0";"0.005";"0"
"885";"0.007";"-0.056";"-0.081";"0";"0.041";"-0.277";"-0.251";"-0.071";"0";"0";"-0.015";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0.035";"0";"0";"0.01"
"886";"0.007";"-0.055";"-0.077";"0";"0.041";"-0.282";"-0.256";"0";"-0.018";"0.005";"0";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0";"0.032";"0.005";"0"
"887";"0";"-0.054";"-0.071";"0";"0.041";"-0.279";"-0.254";"0";"-0.016";"0";"-0.014";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0";"0.032";"0";"0.01"
"888";"0.005";"-0.053";"-0.072";"0";"0.041";"-0.282";"-0.256";"0";"0";"0.007";"-0.018";"0.027";"0.03";"0";"0.002";"0.037";"0.043";"0";"0";"0.005";"0.01"
"889";"0.009";"-0.057";"-0.084";"0";"0.042";"-0.367";"0";"-0.075";"-0.021";"0.003";"0";"0.027";"0.03";"0";"0.002";"0.034";"0";"0.035";"0.032";"0.005";"0"
"890";"0.004";"-0.057";"-0.077";"0";"0.042";"-0.364";"0";"-0.077";"-0.02";"0";"-0.015";"0.027";"0.031";"0";"0.002";"0.034";"0";"0.035";"0.032";"0";"0.01"
"891";"0";"-0.056";"-0.079";"0";"0.042";"-0.367";"0";"-0.076";"0";"0.006";"-0.018";"0.027";"0.03";"0";"0.002";"0.034";"0";"0.035";"0";"0.005";"0.01"
"892";"0.009";"-0.054";"-0.069";"0";"0.042";"-0.371";"0";"0";"-0.017";"0.006";"-0.018";"0.027";"0.031";"0";"0.002";"0.034";"0";"0";"0.032";"0.005";"0.01"
"893";"0.009";"-0.052";"-0.066";"0";"0.043";"0";"-0.382";"-0.077";"-0.019";"0.002";"0";"0.027";"0.03";"0";"0.002";"0";"0.039";"0.035";"0.032";"0.005";"0"
"894";"0.003";"-0.052";"-0.059";"0";"0.043";"0";"-0.38";"-0.079";"-0.018";"0";"-0.015";"0.027";"0.031";"0";"0.002";"0";"0.039";"0.035";"0.032";"0";"0.01"
"895";"0.007";"-0.051";"-0.061";"0";"0.043";"0";"-0.383";"-0.077";"0";"0.004";"-0.018";"0.027";"0.03";"0";"0.002";"0";"0.039";"0.035";"0";"0.005";"0.01"
"896";"0.008";"-0.049";"-0.051";"0";"0.043";"0";"-0.386";"0";"-0.015";"0.005";"-0.017";"0.027";"0.031";"0";"0.002";"0";"0.039";"0";"0.032";"0.005";"0.01"
"897";"0.003";"-0.05";"-0.049";"0";"0.046";"0";"0";"-0.091";"-0.015";"0";"-0.017";"0.027";"0.031";"0";"0.002";"0";"0";"0.035";"0.032";"0.005";"0.011"
"898";"0.002";"-0.009";"0.145";"0";"0";"-0.416";"-0.345";"-0.125";"-0.018";"0.006";"0";"0.028";"0.031";"0";"0";"0.039";"0.045";"0.037";"0.034";"0.005";"0"
